"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","X","Y"
13213006500,13213,"65","","東村山市No.65遺跡","東村山市 野口町三丁目　 野口町四丁目","[縄文時代（中期）][中世]","包蔵地","","縄文土器　陶器",139.459178,35.76252478,-33832.7685566622,-26282.2948432437
13213006600,13213,"66","","東村山市No.66遺跡","東村山市 富士見町四丁目","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　須恵器",139.4478839,35.75212879,-34858.5697050613,-27431.7133077645
13213006700,13213,"67","","東村山市No.67遺跡","東村山市 廻田町二丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.4487142,35.75558899,-34781.9744201732,-27048.119201163
13213006800,13213,"68","","東村山市No.68遺跡","東村山市 廻田町二丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.4496755,35.75372227,-34695.8518046548,-27255.561458569
13213006900,13213,"69","","東村山市No.69遺跡","東村山市 廻田町一丁目　 廻田町二丁目","[縄文時代（中期～後期）][平安時代][中世]","包蔵地","","縄文土器　剥片　土師器　須恵器　陶器　磁器",139.4508771,35.75503176,-34586.6187040841,-27110.7057067662
13213007000,13213,"70","","東村山市No.70遺跡","東村山市 美住町二丁目","[縄文時代（後期）][中世]","包蔵地","","縄文土器　陶器",139.4521618,35.75298234,-34471.3228869823,-27338.5292354334
13213007100,13213,"71","","東村山市No.71遺跡","東村山市 廻田町一丁目","[縄文時代（中期）][弥生時代（後期）][古墳時代][平安時代][中世]","包蔵地","","縄文土器　石鏃　弥生土器　土師器　須恵器　陶器　磁器",139.453349,35.75522679,-34362.9927644425,-27089.9373702204
13213007200,13213,"72","","東村山市No.72遺跡","東村山市 廻田町一丁目","[縄文時代（中期～後期）][弥生時代（後期）]","包蔵地","","縄文土器　弥生土器",139.4511517,35.75684273,-34561.002593476,-26909.8859557287
13213007300,13213,"73","","東村山市No.73遺跡","東村山市 廻田町一丁目","[縄文時代（中期）][中世]","包蔵地","","縄文土器　剥片　陶器",139.4526967,35.75723279,-34421.118303394,-26867.1545557204
13213007400,13213,"74","","東村山市No.74遺跡","東村山市 廻田町一丁目","[縄文時代（草創期・中期・晩期）][古墳時代][平安時代][中世]","包蔵地","","縄文土器　尖頭器　石鏃　剥片　残核　土師器　須恵器　陶器　磁器",139.4555463,35.75661985,-34163.6886853952,-26936.1533249901
13213007500,13213,"75","","東村山市No.75遺跡","東村山市 廻田町四丁目","[縄文時代（中期）][古墳時代][奈良時代]","包蔵地","","縄文土器　土師器　須恵器",139.4530375,35.75852101,-34389.745135757,-26724.3536006015
13213007600,13213,"76","","東村山市No.76遺跡","東村山市 野口町二丁目","[奈良時代][平安時代][中世]","包蔵地","","須恵器　陶器",139.4565907,35.75785807,-34068.714187491,-26799.1434237228
13213007700,13213,"77","","東村山市No.77遺跡","東村山市 野口町二丁目","[縄文時代（中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　剥片　弥生土器　土師器　須恵器",139.45714,35.75911178,-34018.5072539472,-26660.2422997698
13213007800,13213,"78","","東村山市No.78遺跡","東村山市 野口町二丁目","[縄文時代（中期）][奈良時代][平安時代][中世]","包蔵地","","縄文土器　須恵器　中世土器　陶器",139.456728,35.76067192,-34055.0989906278,-26487.0107422463
13213007900,13213,"79","","東村山市No.79遺跡","東村山市 野口町二丁目","[縄文時代（中期）][古墳時代]","包蔵地","","縄文土器　土師器",139.4595089,35.76022617,-33803.8193774016,-26537.426535281
13213008000,13213,"80","","東村山市No.80遺跡","東村山市 野口町二丁目","[縄文時代（中期～後期）][中世]","包蔵地","","縄文土器　板碑",139.4602986,35.75905606,-33732.90278655,-26667.515457343
13213008100,13213,"81","","東村山市No.81遺跡","東村山市 野口町二丁目","[縄文時代（中期）][古墳時代]","包蔵地","","縄文土器　土師器",139.4608479,35.7576909,-33683.8056854075,-26819.1608700125
13213008200,13213,"82","","東村山市No.82遺跡","東村山市 野口町二丁目　 美住町二丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.4611912,35.7566322,-33653.2067782568,-26936.7353362433
13213008300,13213,"83","","東村山市No.83遺跡","東村山市 野口町一丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.4633541,35.76028189,-33456.084622051,-26532.5637001707
13213008400,13213,"84","","東村山市No.84遺跡","東村山市 野口町一丁目","[古墳時代][平安時代][中世]","包蔵地","","土師器　須恵器　陶器",139.4648648,35.76390355,-33317.9659051884,-26131.2758699457
13213008500,13213,"85","","東村山市No.85遺跡","東村山市 野口町四丁目","[中世]","包蔵地","","板碑",139.4643841,35.76666147,-33360.2807643635,-25825.1368980337
13213008600,13213,"86","","東村山市No.86遺跡","東村山市 本町一丁目　 美住町二丁目","[縄文時代（中期）][中世]","包蔵地","","縄文土器　磁器",139.4654827,35.75693867,-33264.9926165944,-26904.1987485182
13213008700,13213,"87","","東村山市No.87遺跡","東村山市 本町一丁目　 本町三丁目","[奈良時代][平安時代]","包蔵地","","須恵器",139.468484,35.75379753,-32994.8784702113,-27253.7037825896
13213008900,13213,"89","","東村山市No.89遺跡","東村山市 諏訪町一丁目　 久米川町四丁目　 久米川町五丁目","[中世]","包蔵地","","板碑　陶器",139.4697743,35.76886217,-32871.9928211283,-25582.8027318284
13213009000,13213,"90","くまのじんじゃいせき","熊野神社遺跡","東村山市 久米川町五丁目","[中世]","包蔵地","","陶器　磁器　青銅製鍔口　青銅製香炉　板碑",139.4714682,35.77071841,-32718.0741754604,-25377.4301294475
13213009100,13213,"91","","東村山市No.91遺跡","東村山市 久米川町五丁目","[縄文時代（中期）][中世]","包蔵地","","縄文土器　陶器　板碑",139.4735968,35.77244546,-32524.9125317348,-25186.5320879237
13213009200,13213,"92","","東村山市No.92遺跡","東村山市 久米川町四丁目","[縄文時代（中期）][中世]","包蔵地","","縄文土器　陶器",139.4707601,35.76160901,-32785.8354100829,-26387.829416356
13213009500,13213,"95","","東村山市No.95遺跡","東村山市 久米川町三丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　石錘　石鏃　スクレイパー　土師器　陶器",139.4737341,35.76277908,-32516.4329377334,-26259.007419552
13213009600,13213,"96","","東村山市No.96遺跡","東村山市 久米川町四丁目","[奈良時代][平安時代]","包蔵地","","須恵器",139.4718931,35.76598277,-32681.5939261167,-25902.9642494472
13213009700,13213,"97","","東村山市No.97遺跡","東村山市 久米川町三丁目","[縄文時代（中期）][平安時代][中世]","包蔵地","","縄文土器　須恵器　陶器",139.4735968,35.76478488,-32528.0316281749,-26036.4299312999
13213009800,13213,"98","","東村山市No.98遺跡","東村山市 久米川町三丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.4746268,35.76394914,-32435.2360372204,-26129.4917498698
13213009900,13213,"99","","東村山市No.99遺跡","東村山市 久米川町三丁目","[縄文時代（中期）][古墳時代][奈良時代]","包蔵地","","縄文土器　石匙　剥片　土師器",139.4740775,35.76606634,-32484.044653702,-25894.4186970925
13213010000,13213,"100","","東村山市No.100遺跡","東村山市 久米川町三丁目","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　須恵器",139.4747984,35.76531418,-32419.1655442902,-25978.1051833738
13213010100,13213,"101","","東村山市No.101遺跡","東村山市 久米川町二丁目","[平安時代]","包蔵地","","須恵器",139.4783003,35.76587134,-32102.2943055341,-25917.4439417287
13213010300,13213,"103","","東村山市No.103遺跡","東村山市 久米川町二丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.4789526,35.76740349,-32042.698202325,-25747.6741081282
13213010400,13213,"104","","東村山市No.104遺跡","東村山市 久米川町一丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　土師器　須恵器　瓦　陶器　磁器",139.4764464,35.77102483,-32267.8440436436,-25345.0848651855
13213010600,13213,"106","","東村山市No.106遺跡","東村山市 久米川町一丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　剥片　土師器　須恵器",139.4815276,35.76921418,-31809.1477414684,-25547.6270732701
13213010700,13213,"107","","東村山市No.107遺跡","東村山市 久米川町一丁目　 秋津町三丁目","[縄文時代（中期）][平安時代][中世]","包蔵地","","縄文土器　楔形石器　剥片　土師器　陶器",139.4825919,35.77124768,-31712.1094673593,-25322.3666679512
13213010800,13213,"108","","東村山市No.108遺跡","東村山市 秋津町二丁目　 秋津町三丁目","[旧石器時代][縄文時代（中期）][平安時代][中世]","包蔵地","","剥片　縄文土器　打製石斧　敲石　剥片　土師器　陶器",139.4839652,35.77275187,-31587.3479039158,-25155.9287478491
13213010900,13213,"109","","東村山市No.109遺跡","東村山市 秋津町三丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.4789527,35.77645653,-32039.0576951857,-24743.2904031642
13213011100,13213,"111","","東村山市No.111遺跡","東村山市 秋津町四丁目","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4853385,35.77539807,-31462.1411274936,-24862.7894589016
13213011200,13213,"112","","東村山市No.112遺跡","東村山市 秋津町二丁目","[縄文時代（草創期・中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","尖頭器　縄文土器　土師器　須恵器　陶器",139.4881194,35.77397749,-31211.2746934501,-25021.2839927289
13213011300,13213,"113","","東村山市No.113遺跡","東村山市 秋津町一丁目　 秋津町五丁目","[縄文時代（中期）]","包蔵地","","縄文土器　剥片",139.4916556,35.77475742,-30891.2590290734,-24935.8755085434
13213011400,13213,"114","","東村山市No.114遺跡","東村山市 秋津町一丁目　 秋津町五丁目","[縄文時代（中期）][中世]","包蔵地","","縄文土器　陶器",139.4936812,35.77603872,-30707.6301571895,-24794.3590533865
13213011500,13213,"115","","東村山市No.115遺跡","東村山市 本町三丁目　 恩多町四丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.4753263,35.75634346,-32375.0662684769,-26973.52872559
13213011600,13213,"116","","東村山市No.116遺跡","東村山市 恩多町四丁目","[縄文時代（早期・中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","","縄文土器　剥片　土師器　須恵器　陶器",139.4802701,35.75935239,-31926.7877626896,-26641.326815147
13213011700,13213,"117","","東村山市No.117遺跡","東村山市 久米川町三丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.478472,35.76194331,-32088.3465154108,-26353.2923618052
13213011800,13213,"118","","東村山市No.118遺跡","東村山市 久米川町二丁目　 久米川町三丁目","[縄文時代（中期）][古墳時代][奈良時代][中世]","包蔵地","","縄文土器　土師器　陶器",139.4811499,35.76230548,-31846.0520072765,-26313.9849011423
13213011900,13213,"119","やこうみなみいせき","野行南遺跡","東村山市 久米川町一丁目　 久米川町二丁目","[旧石器時代][縄文時代（中期）][奈良時代][平安時代][中世]","集落","[旧石器時代]ブロック　礫群","ナイフ形石器　掻器　削器　ハンマーストーン　剥片　残核　細石刃　焼礫　縄文土器　土師器　須恵器　陶器",139.4827635,35.76548133,-31698.8822731536,-25962.1657279353
13213012000,13213,"120","","東村山市No.120遺跡","東村山市 久米川町一丁目　 久米川町二丁目","[縄文時代（中期）][古墳時代]","包蔵地","","縄文土器　土師器",139.4813902,35.76762635,-31822.2035537536,-25723.7431432271
13213012100,13213,"121","","東村山市No.121遺跡","東村山市 久米川町一丁目","[縄文時代（中期）][古墳時代]","包蔵地","","縄文土器　剥片　土師器",139.4849265,35.76926989,-31501.8069031787,-25542.5440391315
13213012300,13213,"123","","東村山市No.123遺跡","東村山市 秋津町二丁目","[縄文時代（中期）][平安時代][中世]","包蔵地","","縄文土器　剥片　須恵器　陶器　磁器",139.4886,35.76979916,-31169.4532391188,-25484.9989316012
13213012400,13213,"124","","東村山市No.124遺跡","東村山市 秋津町二丁目","[時代不明]","包蔵地","","",139.4888403,35.77124767,-31147.1613476467,-25324.3713944363
13213012500,13213,"125","","東村山市No.125遺跡","東村山市 秋津町一丁目","[縄文時代（中期）][弥生時代（後期）][古墳時代][奈良時代]","包蔵地","","縄文土器　弥生土器　土師器",139.4917243,35.77225047,-30886.0172157601,-25214.0290783566
13213012600,13213,"126","","東村山市No.126遺跡","東村山市 秋津町一丁目","[縄文時代（中期）]","包蔵地","","縄文土器　石鏃",139.4932692,35.77152623,-30746.61588438,-25294.8651140746
